fp,county,state,never,rarely,sometimes,frequently,always
49015,Iron,UT,0.122,0.109,0.106,0.239,0.424
55051,Iron,WI,0.04,0.052,0.142,0.248,0.518
17067,Iroquois,IL,0.147,0.154,0.125,0.163,0.411
13149,Irwin,GA,0.126,0.094,0.166,0.144,0.471
26065,Isabella,MI,0.062,0.03,0.076,0.237,0.595
27051,Isanti,MN,0.11,0.137,0.193,0.165,0.396
53029,Island,WA,0.015,0.009,0.066,0.15,0.759
51087,Isle of Wight,VA,0.04,0.037,0.071,0.191,0.662
28047,Issaquena,MS,0.093,0.071,0.142,0.237,0.457
27053,Itasca,MN,0.021,0.044,0.096,0.243,0.596
28049,Itawamba,MS,0.019,0.096,0.115,0.183,0.588
5061,Izard,AR,0.081,0.07,0.145,0.145,0.56
48231,Jack,TX,0.069,0.072,0.082,0.285,0.492
1071,Jackson,AL,0.092,0.089,0.11,0.249,0.46
5063,Jackson,AR,0.137,0.156,0.088,0.179,0.44
8051,Jackson,CO,0.057,0.039,0.043,0.281,0.581
12057,Jackson,FL,0.023,0.031,0.069,0.155,0.722
13151,Jackson,GA,0.103,0.048,0.091,0.181,0.578
19089,Jackson,IA,0.077,0.151,0.176,0.183,0.413
17069,Jackson,IL,0.163,0.072,0.235,0.191,0.34
18063,Jackson,IN,0.054,0.052,0.113,0.257,0.523
20077,Jackson,KS,0.079,0.118,0.21,0.193,0.4
21101,Jackson,KY,0.072,0.061,0.136,0.229,0.501
22041,Jackson,LA,0.123,0.054,0.102,0.156,0.565
26067,Jackson,MI,0.035,0.203,0.139,0.229,0.394
27055,Jackson,MN,0.072,0.08,0.086,0.283,0.478
29087,Jackson,MO,0.129,0.223,0.156,0.232,0.26
28051,Jackson,MS,0.062,0.072,0.095,0.099,0.672
37093,Jackson,NC,0.009,0.047,0.092,0.236,0.616
39073,Jackson,OH,0.169,0.137,0.21,0.104,0.38
40059,Jackson,OK,0.158,0.189,0.118,0.257,0.278
41023,Jackson,OR,0.014,0.062,0.132,0.12,0.671
46065,Jackson,SD,0.091,0.027,0.109,0.251,0.523
47081,Jackson,TN,0.063,0.057,0.082,0.217,0.581
48233,Jackson,TX,0.112,0.064,0.128,0.249,0.447
55053,Jackson,WI,0.027,0.1,0.14,0.329,0.404
54035,Jackson,WV,0.111,0.055,0.097,0.216,0.522
51089,James City,VA,0.063,0.085,0.132,0.154,0.566
13153,Jasper,GA,0.032,0.079,0.136,0.172,0.581
19091,Jasper,IA,0.243,0.268,0.147,0.102,0.24
17071,Jasper,IL,0.096,0.044,0.101,0.155,0.604
18065,Jasper,IN,0.183,0.148,0.125,0.111,0.434
29089,Jasper,MO,0.076,0.096,0.107,0.191,0.531
28053,Jasper,MS,0.117,0.071,0.098,0.104,0.61
45047,Jasper,SC,0.074,0.087,0.226,0.151,0.463
48235,Jasper,TX,0.009,0.047,0.058,0.276,0.61
18067,Jay,IN,0.008,0.083,0.183,0.301,0.426
13155,Jeff Davis,GA,0.098,0.091,0.126,0.224,0.46
48237,Jeff Davis,TX,0.009,0.018,0.012,0.37,0.592
1073,Jefferson,AL,0.049,0.037,0.107,0.179,0.628
5065,Jefferson,AR,0.086,0.121,0.133,0.23,0.43
8053,Jefferson,CO,0.043,0.05,0.117,0.271,0.519
12059,Jefferson,FL,0.17,0.077,0.081,0.111,0.562
13157,Jefferson,GA,0.125,0.085,0.117,0.24,0.434
19093,Jefferson,IA,0.153,0.094,0.246,0.128,0.38
16043,Jefferson,ID,0.111,0.206,0.202,0.247,0.233
17073,Jefferson,IL,0.067,0.072,0.061,0.203,0.597
18069,Jefferson,IN,0.15,0.182,0.053,0.199,0.416
20079,Jefferson,KS,0.075,0.058,0.121,0.323,0.423
21103,Jefferson,KY,0.093,0.082,0.174,0.254,0.398
22043,Jefferson,LA,0.086,0.041,0.109,0.229,0.535
29091,Jefferson,MO,0.301,0.142,0.208,0.107,0.242
28055,Jefferson,MS,0.03,0.06,0.137,0.162,0.612
30035,Jefferson,MT,0.084,0.154,0.17,0.196,0.396
31089,Jefferson,NE,0.113,0.134,0.234,0.154,0.365
36039,Jefferson,NY,0.022,0.014,0.03,0.146,0.788
39075,Jefferson,OH,0.05,0.087,0.134,0.271,0.457
40061,Jefferson,OK,0.146,0.09,0.203,0.258,0.303
41025,Jefferson,OR,0.032,0.099,0.114,0.157,0.598
42059,Jefferson,PA,0.104,0.11,0.187,0.124,0.475
47083,Jefferson,TN,0.108,0.049,0.116,0.337,0.39
48239,Jefferson,TX,0.02,0.062,0.146,0.075,0.696
53031,Jefferson,WA,0.011,0,0.064,0.171,0.754
55055,Jefferson,WI,0.114,0.093,0.096,0.179,0.518
54037,Jefferson,WV,0.041,0.038,0.2,0.169,0.552
22045,Jefferson Davis,LA,0.112,0.084,0.085,0.253,0.467
28057,Jefferson Davis,MS,0.116,0.074,0.155,0.191,0.464
13159,Jenkins,GA,0.082,0.059,0.181,0.118,0.56
18071,Jennings,IN,0.097,0.098,0.105,0.388,0.312
46067,Jerauld,SD,0.129,0.163,0.199,0.188,0.321
16045,Jerome,ID,0.119,0.136,0.111,0.198,0.436
17075,Jersey,IL,0.097,0.168,0.069,0.242,0.424
21105,Jessamine,KY,0.097,0.065,0.221,0.202,0.415
20081,Jewell,KS,0.153,0.107,0.137,0.239,0.364
48241,Jim Hogg,TX,0.04,0.055,0.068,0.125,0.712
48243,Jim Wells,TX,0.009,0.005,0.038,0.186,0.763
17077,Jo Daviess,IL,0.066,0.078,0.151,0.209,0.496
5067,Johnson,AR,0.116,0.103,0.135,0.179,0.468
13161,Johnson,GA,0.124,0.138,0.165,0.183,0.39
19095,Johnson,IA,0.027,0.149,0.135,0.239,0.45
17079,Johnson,IL,0.099,0.135,0.131,0.254,0.38
18073,Johnson,IN,0.186,0.1,0.065,0.328,0.321
20083,Johnson,KS,0.126,0.075,0.163,0.225,0.412
21107,Johnson,KY,0.04,0.067,0.174,0.217,0.502
29093,Johnson,MO,0.133,0.091,0.072,0.28,0.423
31091,Johnson,NE,0.151,0.123,0.11,0.279,0.337
47085,Johnson,TN,0.121,0.095,0.156,0.267,0.36
48245,Johnson,TX,0.036,0.075,0.11,0.171,0.608
56019,Johnson,WY,0.183,0.208,0.103,0.216,0.29
37095,Johnston,NC,0.133,0.03,0.08,0.259,0.498
40063,Johnston,OK,0.089,0.037,0.146,0.213,0.514
13163,Jones,GA,0.251,0.055,0.099,0.102,0.493
19097,Jones,IA,0.032,0.096,0.229,0.232,0.411
28059,Jones,MS,0.077,0.092,0.12,0.24,0.472
37097,Jones,NC,0.08,0.051,0.106,0.219,0.544
46069,Jones,SD,0.142,0.053,0.142,0.234,0.43
48247,Jones,TX,0.071,0.003,0.079,0.099,0.748
41027,Josephine,OR,0.03,0.071,0.127,0.162,0.61
49017,Juab,UT,0.062,0.056,0.232,0.264,0.386
30037,Judith Basin,MT,0.134,0.181,0.168,0.246,0.271
2105,Juneau,AK,0.051,0.064,0.13,0.399,0.356
55057,Juneau,WI,0.113,0.124,0.18,0.232,0.352
42061,Juniata,PA,0.07,0.06,0.155,0.232,0.483
26069,Kalamazoo,MI,0.1,0.084,0.099,0.206,0.511
26071,Kalkaska,MI,0.046,0.068,0.126,0.227,0.533
27057,Kanabec,MN,0.078,0.15,0.164,0.227,0.38
54039,Kanawha,WV,0.145,0.039,0.064,0.147,0.605
27059,Kandiyohi,MN,0.104,0.099,0.215,0.14,0.442
17081,Kane,IL,0.122,0.126,0.08,0.279,0.393
49019,Kane,UT,0.056,0.111,0.098,0.176,0.558
17083,Kankakee,IL,0.074,0.079,0.124,0.185,0.537
48249,Karnes,TX,0.057,0.007,0.137,0.051,0.748
13321,Kauai,HI,0.069,0.056,0.083,0.187,0.605
48251,Kaufman,TX,0.024,0.079,0.056,0.199,0.642
40065,Kay,OK,0.021,0.127,0.148,0.291,0.411
31093,Kearney,NE,0.073,0.104,0.108,0.281,0.433
20085,Kearny,KS,0.01,0.116,0.161,0.136,0.577
31095,Keith,NE,0.206,0.05,0.055,0.306,0.384
28061,Kemper,MS,0.066,0.09,0.144,0.167,0.533
2110,Kenai Peninsula,AK,0.051,0.067,0.133,0.396,0.353
17085,Kendall,IL,0.034,0.104,0.22,0.178,0.465
48253,Kendall,TX,0.064,0.079,0.121,0.193,0.543
48255,Kenedy,TX,0,0.001,0.104,0.145,0.75
23003,Kennebec,ME,0.143,0.047,0.12,0.243,0.447
55059,Kenosha,WI,0.077,0.083,0.097,0.155,0.589
9011,Kent,DE,0.025,0.021,0.066,0.142,0.747
24021,Kent,MD,0.028,0.036,0.062,0.113,0.762
26073,Kent,MI,0.096,0.057,0.112,0.191,0.544
42131,Kent,RI,0.035,0.008,0.049,0.072,0.836
48257,Kent,TX,0.063,0.058,0.041,0.155,0.682
21109,Kenton,KY,0.183,0.068,0.092,0.235,0.421
19099,Keokuk,IA,0.102,0.105,0.233,0.212,0.347
6025,Kern,CA,0.001,0.005,0.03,0.128,0.836
48259,Kerr,TX,0.002,0.059,0.076,0.158,0.705
45049,Kershaw,SC,0.13,0.156,0.025,0.148,0.542
2122,Ketchikan Gateway,AK,0.043,0.047,0.051,0.197,0.662
55061,Kewaunee,WI,0.033,0.035,0.112,0.208,0.612
26075,Keweenaw,MI,0.11,0.08,0.133,0.166,0.511
31097,Keya Paha,NE,0.061,0.175,0.247,0.207,0.31
38037,Kidder,ND,0.177,0.233,0.125,0.275,0.19
31099,Kimball,NE,0.062,0.127,0.094,0.318,0.399
48261,Kimble,TX,0.04,0.01,0.08,0.098,0.772
48263,King,TX,0.069,0.168,0.172,0.167,0.424
53033,King,WA,0.016,0.02,0.05,0.191,0.724
51091,King and Queen,VA,0.059,0.041,0.103,0.197,0.599
51093,King George,VA,0.039,0.055,0.059,0.277,0.569
51095,King William,VA,0.006,0.008,0.005,0.231,0.75
40067,Kingfisher,OK,0.084,0.108,0.163,0.14,0.505
20087,Kingman,KS,0.026,0.069,0.09,0.182,0.634
6027,Kings,CA,0.033,0.011,0.008,0.058,0.889
46071,Kingsbury,SD,0.129,0.052,0.136,0.281,0.401
48265,Kinney,TX,0.059,0.149,0.167,0.154,0.472
8055,Kiowa,CO,0.028,0.051,0.051,0.275,0.595
20089,Kiowa,KS,0.171,0.142,0.087,0.259,0.34
40069,Kiowa,OK,0.088,0.137,0.157,0.244,0.374
8057,Kit Carson,CO,0.021,0.027,0.09,0.342,0.52
53035,Kitsap,WA,0.024,0.003,0.051,0.136,0.786
53037,Kittitas,WA,0.032,0.084,0.033,0.179,0.672
27061,Kittson,MN,0.162,0.142,0.151,0.209,0.336
41029,Klamath,OR,0.044,0.077,0.075,0.138,0.665
48267,Kleberg,TX,0.036,0.126,0.165,0.207,0.466
53039,Klickitat,WA,0.038,0.029,0.113,0.288,0.532
21111,Knott,KY,0.036,0.048,0.083,0.23,0.602
17087,Knox,IL,0.124,0.05,0.189,0.141,0.496
18075,Knox,IN,0.141,0.139,0.157,0.235,0.328
21113,Knox,KY,0.022,0.036,0.104,0.21,0.628
23005,Knox,ME,0.05,0.053,0.046,0.182,0.669
29095,Knox,MO,0.027,0.066,0.088,0.21,0.609
31101,Knox,NE,0.093,0.15,0.13,0.235,0.393
39077,Knox,OH,0.191,0.064,0.204,0.172,0.369
47087,Knox,TN,0.138,0.128,0.249,0.093,0.392
48269,Knox,TX,0.065,0.108,0.177,0.254,0.397
2130,Kodiak Island,AK,0.025,0.149,0.174,0.256,0.396
27063,Koochiching,MN,0.325,0.024,0.14,0.171,0.34
16047,Kootenai,ID,0.211,0.202,0.089,0.153,0.345
18077,Kosciusko,IN,0.083,0.219,0.218,0.225,0.255
19101,Kossuth,IA,0.074,0.116,0.221,0.191,0.398
55063,La Crosse,WI,0.064,0.072,0.076,0.289,0.498
18079,La Grange,IN,0.095,0.105,0.172,0.308,0.319
38039,La Moure,ND,0.162,0.054,0.197,0.217,0.37
4009,La Paz,AZ,0.095,0.067,0.237,0.049,0.553
8061,La Plata,CO,0.028,0.051,0.159,0.27,0.492
18083,La Porte,IN,0.158,0.125,0.121,0.259,0.338
17091,La Salle,IL,0.044,0.084,0.096,0.249,0.527
22051,La Salle,LA,0.044,0.031,0.066,0.174,0.685
48277,La Salle,TX,0.054,0.095,0.135,0.238,0.478
20091,Labette,KS,0.029,0.019,0.075,0.224,0.654
27065,Lac qui Parle,MN,0.223,0.148,0.137,0.146,0.346
42063,Lackawanna,PA,0.015,0.047,0.066,0.22,0.652
29097,Laclede,MO,0.138,0.152,0.147,0.176,0.388
5069,Lafayette,AR,0.042,0.036,0.172,0.173,0.577
12061,Lafayette,FL,0.054,0.065,0.082,0.193,0.607
22047,Lafayette,LA,0.061,0.021,0.084,0.19,0.644
29099,Lafayette,MO,0.042,0.117,0.178,0.216,0.447
28063,Lafayette,MS,0.076,0.083,0.137,0.15,0.555
55065,Lafayette,WI,0.056,0.098,0.197,0.253,0.396
22049,Lafourche,LA,0.116,0.083,0.127,0.29,0.383
6029,Lake,CA,0.022,0.028,0.105,0.177,0.668
8059,Lake,CO,0.028,0.031,0.075,0.194,0.673
12063,Lake,FL,0.064,0.108,0.129,0.174,0.526
17089,Lake,IL,0.013,0.026,0.048,0.165,0.748
18081,Lake,IN,0.057,0.094,0.1,0.192,0.557
26077,Lake,MI,0.02,0.059,0.062,0.167,0.693
27067,Lake,MN,0.109,0.107,0.182,0.29,0.312
30039,Lake,MT,0.116,0.17,0.109,0.183,0.422
39079,Lake,OH,0.166,0.141,0.247,0.105,0.341
41031,Lake,OR,0.018,0.062,0.012,0.25,0.657
46073,Lake,SD,0.233,0.073,0.185,0.184,0.326
47089,Lake,TN,0.151,0.092,0.149,0.176,0.431
2150,Lake and Peninsula,AK,0.042,0.043,0.049,0.233,0.633
27069,Lake of the Woods,MN,0.068,0.168,0.221,0.251,0.292
1075,Lamar,AL,0.107,0.045,0.132,0.189,0.527
13165,Lamar,GA,0.114,0.053,0.084,0.261,0.488
28065,Lamar,MS,0.141,0.132,0.101,0.181,0.445
48271,Lamar,TX,0.004,0.059,0.121,0.084,0.733
48273,Lamb,TX,0.063,0.015,0.075,0.121,0.726
50009,Lamoille,VT,0.054,0.075,0.083,0.158,0.631
48275,Lampasas,TX,0.063,0.105,0.184,0.145,0.502
31103,Lancaster,NE,0.124,0.09,0.183,0.273,0.331
42065,Lancaster,PA,0.083,0.046,0.142,0.197,0.531
45051,Lancaster,SC,0.086,0.052,0.081,0.19,0.591
51097,Lancaster,VA,0.007,0.041,0.149,0.191,0.612
32009,Lander,NV,0.086,0.004,0.006,0.032,0.872
20093,Lane,KS,0.155,0.098,0.172,0.229,0.346
41033,Lane,OR,0.028,0.056,0.072,0.192,0.652
55067,Langlade,WI,0.085,0.102,0.142,0.239,0.432
13167,Lanier,GA,0.119,0.053,0.109,0.251,0.468
26079,Lapeer,MI,0.018,0.037,0.07,0.228,0.646
56021,Laramie,WY,0.143,0.127,0.1,0.221,0.409
8063,Larimer,CO,0.024,0.323,0.119,0.344,0.19
21115,Larue,KY,0.102,0.053,0.106,0.127,0.612
8065,Las Animas,CO,0.002,0.016,0.036,0.193,0.753
6031,Lassen,CA,0.075,0.016,0.049,0.094,0.766
16049,Latah,ID,0.045,0.094,0.164,0.275,0.423
40071,Latimer,OK,0.099,0.12,0.135,0.225,0.419
1077,Lauderdale,AL,0.093,0.119,0.141,0.179,0.469
28067,Lauderdale,MS,0.069,0.079,0.118,0.169,0.565
47091,Lauderdale,TN,0.107,0.079,0.141,0.261,0.412
21117,Laurel,KY,0.052,0.056,0.146,0.245,0.5
13169,Laurens,GA,0.049,0.087,0.226,0.209,0.43
45053,Laurens,SC,0.129,0.055,0.056,0.201,0.559
48279,Lavaca,TX,0.038,0.065,0.046,0.255,0.597
1079,Lawrence,AL,0.162,0.08,0.088,0.251,0.419
5071,Lawrence,AR,0.144,0.103,0.205,0.221,0.328
17093,Lawrence,IL,0.001,0.009,0.065,0.136,0.788
18085,Lawrence,IN,0.073,0.147,0.089,0.195,0.496
21119,Lawrence,KY,0.157,0.073,0.13,0.142,0.497
29101,Lawrence,MO,0.168,0.107,0.026,0.189,0.511
28069,Lawrence,MS,0.032,0.021,0.082,0.177,0.687
39081,Lawrence,OH,0.076,0.142,0.152,0.209,0.42
42067,Lawrence,PA,0.065,0.068,0.093,0.214,0.56
46075,Lawrence,SD,0.115,0.03,0.101,0.293,0.462
47093,Lawrence,TN,0.036,0.032,0.144,0.209,0.579
40073,Le Flore,OK,0.046,0.093,0.05,0.192,0.619
27071,Le Sueur,MN,0.159,0.183,0.087,0.255,0.316
35019,Lea,NM,0.014,0.049,0.072,0.098,0.766
28071,Leake,MS,0.019,0.059,0.161,0.2,0.56
20095,Leavenworth,KS,0.081,0.212,0.114,0.128,0.464
42069,Lebanon,PA,0.007,0.006,0.039,0.106,0.843
1081,Lee,AL,0.053,0.064,0.138,0.183,0.562
5073,Lee,AR,0.12,0.082,0.078,0.234,0.486
12065,Lee,FL,0.019,0.017,0.099,0.183,0.682
13171,Lee,GA,0.07,0.06,0.171,0.293,0.406
19103,Lee,IA,0.014,0.044,0.069,0.2,0.673
17095,Lee,IL,0.035,0.031,0.194,0.246,0.494
21121,Lee,KY,0.187,0.073,0.103,0.165,0.471
28073,Lee,MS,0.087,0.045,0.08,0.27,0.517
37099,Lee,NC,0.077,0.065,0.067,0.176,0.616
45055,Lee,SC,0.062,0.019,0.114,0.189,0.616
48281,Lee,TX,0.024,0.019,0.077,0.233,0.648
51099,Lee,VA,0.151,0.044,0.086,0.053,0.666
26081,Leelanau,MI,0.019,0.061,0.063,0.215,0.641
28075,Leflore,MS,0.036,0.018,0.105,0.197,0.643
42071,Lehigh,PA,0.037,0.013,0.054,0.172,0.724
16051,Lemhi,ID,0.099,0.208,0.192,0.249,0.252
26083,Lenawee,MI,0.006,0.071,0.129,0.277,0.518
37101,Lenoir,NC,0.032,0.022,0.113,0.151,0.682
12067,Leon,FL,0.102,0.081,0.22,0.208,0.389
48283,Leon,TX,0.152,0.002,0.083,0.097,0.667
21123,Leslie,KY,0.074,0.053,0.09,0.213,0.57
21125,Letcher,KY,0.201,0.047,0.083,0.152,0.517
12069,Levy,FL,0.047,0.062,0.074,0.185,0.632
16053,Lewis,ID,0.175,0.219,0.096,0.167,0.343
21127,Lewis,KY,0.155,0.091,0.151,0.125,0.479
29103,Lewis,MO,0.082,0.112,0.182,0.271,0.353
36043,Lewis,NY,0.015,0.026,0.042,0.158,0.758
47095,Lewis,TN,0.133,0.143,0.166,0.201,0.357
53041,Lewis,WA,0.033,0.112,0.128,0.111,0.616
54041,Lewis,WV,0.161,0.029,0.068,0.288,0.454
30041,Lewis and Clark,MT,0.27,0.106,0.159,0.192,0.273
45057,Lexington,SC,0.067,0.068,0.048,0.224,0.594
51670,Lexington City,VA,0.038,0.038,0.149,0.187,0.588
12071,Liberty,FL,0.052,0.05,0.073,0.176,0.648
13173,Liberty,GA,0.102,0.07,0.145,0.181,0.502
30043,Liberty,MT,0.158,0.111,0.076,0.169,0.487
48285,Liberty,TX,0.008,0.029,0.114,0.114,0.736
39083,Licking,OH,0.138,0.1,0.065,0.17,0.526
1083,Limestone,AL,0.102,0.034,0.133,0.336,0.395
48287,Limestone,TX,0.035,0.122,0.148,0.142,0.553
5075,Lincoln,AR,0.085,0.128,0.153,0.298,0.337
8067,Lincoln,CO,0.043,0.02,0.122,0.274,0.541
13175,Lincoln,GA,0.122,0.056,0.141,0.291,0.391
16055,Lincoln,ID,0.146,0.105,0.17,0.22,0.359
20097,Lincoln,KS,0.062,0.107,0.128,0.233,0.469
21129,Lincoln,KY,0.129,0.069,0.129,0.273,0.399
22053,Lincoln,LA,0.249,0.111,0.09,0.196,0.354
23007,Lincoln,ME,0.006,0.063,0.191,0.161,0.579
27073,Lincoln,MN,0.184,0.096,0.248,0.179,0.293
29105,Lincoln,MO,0.313,0.121,0.172,0.107,0.287
28077,Lincoln,MS,0.119,0.133,0.142,0.135,0.471
30045,Lincoln,MT,0.233,0.11,0.17,0.139,0.349
37103,Lincoln,NC,0.064,0.051,0.208,0.233,0.445
31105,Lincoln,NE,0.187,0.173,0.161,0.228,0.25
35021,Lincoln,NM,0.057,0.152,0.062,0.115,0.614
32011,Lincoln,NV,0.002,0.054,0.17,0.386,0.387
40075,Lincoln,OK,0.025,0.19,0.131,0.239,0.415
41035,Lincoln,OR,0.097,0.031,0.062,0.227,0.583
46077,Lincoln,SD,0.128,0.13,0.217,0.184,0.341
47097,Lincoln,TN,0.064,0.094,0.191,0.142,0.508
53043,Lincoln,WA,0.017,0.086,0.023,0.108,0.765
55069,Lincoln,WI,0.101,0.105,0.132,0.204,0.459
54043,Lincoln,WV,0.091,0.077,0.164,0.167,0.501
56023,Lincoln,WY,0.131,0.183,0.128,0.235,0.324
19105,Linn,IA,0.04,0.105,0.165,0.336,0.355
20099,Linn,KS,0.168,0.123,0.091,0.147,0.471
29107,Linn,MO,0.033,0.098,0.052,0.247,0.571
41037,Linn,OR,0.05,0.017,0.127,0.247,0.558
48289,Lipscomb,TX,0.089,0.078,0.111,0.192,0.531
8125,Litchfield,CT,0.038,0.284,0.133,0.255,0.29
5077,Little River,AR,0.103,0.032,0.195,0.263,0.407
48291,Live Oak,TX,0.019,0.034,0.114,0.182,0.65
17097,Livingston,IL,0.02,0.018,0.046,0.146,0.769
21131,Livingston,KY,0.094,0.103,0.142,0.174,0.487
22055,Livingston,LA,0.062,0.083,0.105,0.217,0.533
26085,Livingston,MI,0.052,0.122,0.073,0.204,0.548
29109,Livingston,MO,0.241,0.05,0.251,0.222,0.237
36045,Livingston,NY,0.008,0.058,0.038,0.116,0.78
48293,Llano,TX,0.005,0.086,0.061,0.087,0.762
5079,Logan,AR,0.035,0.016,0.194,0.201,0.554
8069,Logan,CO,0.013,0.037,0.06,0.231,0.659
17099,Logan,IL,0.018,0.046,0.113,0.267,0.556
20101,Logan,KS,0.197,0.075,0.197,0.204,0.326
21133,Logan,KY,0.078,0.05,0.127,0.122,0.624
38041,Logan,ND,0.218,0.207,0.15,0.232,0.193
31107,Logan,NE,0.171,0.178,0.195,0.157,0.299
39085,Logan,OH,0.067,0.039,0.104,0.246,0.544
40077,Logan,OK,0.159,0.136,0.184,0.277,0.245
54045,Logan,WV,0.082,0.11,0.116,0.247,0.445
13177,Long,GA,0.035,0.033,0.039,0.162,0.732
5081,Lonoke,AR,0.074,0.121,0.106,0.201,0.499
39087,Lorain,OH,0.089,0.097,0.185,0.23,0.399
35023,Los Alamos,NM,0.056,0.037,0.186,0.153,0.569
6033,Los Angeles,CA,0.003,0.004,0.007,0.136,0.849
47099,Loudon,TN,0.074,0.129,0.156,0.192,0.45
51101,Loudoun,VA,0.012,0.072,0.201,0.169,0.546
19107,Louisa,IA,0.035,0.126,0.287,0.28,0.272
51103,Louisa,VA,0.001,0.022,0.121,0.178,0.678
31109,Loup,NE,0.093,0.061,0.112,0.264,0.47
40079,Love,OK,0.142,0.152,0.156,0.196,0.354
48295,Loving,TX,0.147,0.143,0.099,0.195,0.415
1085,Lowndes,AL,0.12,0.073,0.145,0.199,0.464
13179,Lowndes,GA,0.007,0.099,0.066,0.215,0.614
28079,Lowndes,MS,0.031,0.04,0.139,0.158,0.633
48297,Lubbock,TX,0.005,0.003,0.081,0.189,0.722
19109,Lucas,IA,0.135,0.318,0.101,0.173,0.272
39089,Lucas,OH,0.056,0.102,0.176,0.127,0.539
26087,Luce,MI,0.036,0.105,0.104,0.133,0.622
13181,Lumpkin,GA,0.073,0.104,0.111,0.233,0.479
35025,Luna,NM,0.112,0.024,0.115,0.331,0.418
51105,Lunenburg,VA,0.107,0.135,0.072,0.104,0.582
42073,Luzerne,PA,0.034,0.07,0.093,0.301,0.503
42075,Lycoming,PA,0.026,0.008,0.062,0.178,0.725
46079,Lyman,SD,0.11,0.144,0.183,0.237,0.326
51678,Lynchburg City,VA,0.01,0.146,0.059,0.121,0.663
48299,Lynn,TX,0.08,0.036,0.056,0.214,0.615
19111,Lyon,IA,0.17,0.146,0.131,0.161,0.392
20103,Lyon,KS,0.087,0.135,0.092,0.142,0.544
21135,Lyon,KY,0.057,0.081,0.21,0.296,0.357
27075,Lyon,MN,0.087,0.033,0.075,0.341,0.464
32013,Lyon,NV,0.008,0.042,0.156,0.069,0.725
26089,Mackinac,MI,0.003,0.038,0.092,0.203,0.663
26091,Macomb,MI,0.018,0.027,0.083,0.26,0.612
1087,Macon,AL,0.008,0.033,0.241,0.172,0.545
13187,Macon,GA,0.035,0.086,0.13,0.245,0.504
17107,Macon,IL,0.046,0.045,0.23,0.128,0.551
29113,Macon,MO,0.063,0.119,0.236,0.282,0.299
37107,Macon,NC,0.109,0.041,0.112,0.228,0.51
47105,Macon,TN,0.041,0.06,0.107,0.219,0.573
17109,Macoupin,IL,0.041,0.091,0.097,0.182,0.59
6035,Madera,CA,0.064,0.068,0.162,0.225,0.482
1089,Madison,AL,0.062,0.05,0.123,0.177,0.589
5083,Madison,AR,0.148,0.11,0.12,0.143,0.479
12073,Madison,FL,0.051,0.022,0.071,0.156,0.7
13189,Madison,GA,0.072,0.053,0.123,0.265,0.488
19113,Madison,IA,0.039,0.081,0.115,0.201,0.563
16057,Madison,ID,0.002,0.012,0.066,0.328,0.592
17111,Madison,IL,0.03,0.012,0.066,0.176,0.716
18087,Madison,IN,0.059,0.082,0.171,0.236,0.452
21143,Madison,KY,0.052,0.11,0.316,0.138,0.384
22057,Madison,LA,0.078,0.039,0.159,0.151,0.573
29115,Madison,MO,0.126,0.156,0.118,0.274,0.326
28081,Madison,MS,0.094,0.092,0.13,0.18,0.505
30049,Madison,MT,0.149,0.107,0.08,0.185,0.479
37109,Madison,NC,0.029,0.09,0.084,0.234,0.563
31113,Madison,NE,0.14,0.133,0.115,0.308,0.304
36047,Madison,NY,0.035,0.034,0.058,0.141,0.732
39091,Madison,OH,0.136,0.117,0.314,0.248,0.186
47107,Madison,TN,0.077,0.087,0.155,0.298,0.384
48307,Madison,TX,0.031,0.053,0.09,0.34,0.486
51107,Madison,VA,0.014,0.012,0.038,0.173,0.763
21145,Magoffin,KY,0.085,0.058,0.232,0.255,0.37
19115,Mahaska,IA,0.097,0.058,0.15,0.214,0.482
27079,Mahnomen,MN,0.055,0.168,0.147,0.254,0.377
39093,Mahoning,OH,0.089,0.097,0.099,0.207,0.508
40087,Major,OK,0.092,0.099,0.068,0.197,0.545
41039,Malheur,OR,0.031,0.036,0.077,0.137,0.719
51680,Manassas City,VA,0.07,0.031,0.073,0.222,0.603
51683,Manassas Park City,VA,0.033,0.023,0.027,0.175,0.742
12075,Manatee,FL,0.017,0.132,0.072,0.187,0.592
26093,Manistee,MI,0.042,0.021,0.052,0.198,0.687
55071,Manitowoc,WI,0.175,0.089,0.259,0.133,0.345
55073,Marathon,WI,0.123,0.136,0.165,0.236,0.34
1091,Marengo,AL,0.033,0.151,0.118,0.186,0.512
4011,Maricopa,AZ,0.111,0.089,0.167,0.089,0.544
29117,Maries,MO,0.15,0.228,0.111,0.25,0.26
6037,Marin,CA,0.021,0.013,0.049,0.131,0.786
55075,Marinette,WI,0.093,0.104,0.066,0.258,0.479
1093,Marion,AL,0.129,0.064,0.246,0.207,0.353
5085,Marion,AR,0.048,0.045,0.136,0.297,0.474
12077,Marion,FL,0.022,0.023,0.205,0.268,0.482
13191,Marion,GA,0.034,0.076,0.188,0.221,0.481
19117,Marion,IA,0.032,0.204,0.196,0.185,0.384
17113,Marion,IL,0.085,0.062,0.091,0.201,0.561
18089,Marion,IN,0.043,0.057,0.088,0.219,0.592
20107,Marion,KS,0.14,0.053,0.121,0.285,0.4
21147,Marion,KY,0.096,0.116,0.143,0.203,0.441
29119,Marion,MO,0.152,0.145,0.089,0.138,0.476
